product_id,status
808560230.0,Enabled
389487070.0,Enabled
106006322.0,Enabled
109666440.0,Enabled
110134420.0,Enabled
202183080.0,Enabled
156455420.0,Enabled
581633200.0,Enabled
319090110.0,Enabled
800636230.0,Enabled
815490255.0,Enabled
586850024.0,Enabled
350972010.0,Enabled
800744210.0,Enabled
401461160.0,Enabled
326650380.0,Enabled
166457400.0,Enabled
508232024.0,Enabled
338106320.0,Enabled
878250280.0,Enabled
100893400.0,Enabled
474705180.0,Enabled
502563012.0,Enabled
300382360.0,Enabled
815442250.0,Enabled
559972010.0,Enabled
718232010.0,Enabled
302296130.0,Enabled
179972360.0,Enabled
102915010.0,Enabled
334425383.0,Enabled
112635360.0,Enabled
732950010.0,Enabled
805071220.0,Enabled
584933018.0,Enabled
812284290.0,Enabled
204118040.0,Enabled
264083060.0,Enabled
808323170.0,Enabled
328915110.0,Enabled
313643380.0,Enabled
309784400.0,Enabled
306758010.0,Enabled
807022250.0,Enabled
809245240.0,Enabled
801143260.0,Enabled
391382300.0,Enabled
466833100.0,Enabled
368302090.0,Enabled
259677140.0,Enabled
505576010.0,Enabled
112961380.0,Enabled
319409400.0,Enabled
101564340.0,Enabled
769444010.0,Enabled
321197300.0,Enabled
178962400.0,Enabled
506831010.0,Enabled
805775290.0,Enabled
356512340.0,Enabled
319456320.0,Enabled
151352320.0,Enabled
716846010.0,Enabled
308043130.0,Enabled
808184230.0,Enabled
116680300.0,Enabled
311215340.0,Enabled
510701030.0,Enabled
256099060.0,Enabled
170333420.0,Enabled
122447360.0,Enabled
246722080.0,Enabled
114268320.0,Enabled
329493070.0,Enabled
503913020.0,Enabled
200817160.0,Enabled
805448250.0,Enabled
706713010.0,Enabled
335991110.0,Enabled
305186420.0,Enabled
565883200.0,Enabled
117203400.0,Enabled
812101290.0,Enabled
811452270.0,Enabled
112256360.0,Enabled
105990382.0,Enabled
813618240.0,Enabled
314348360.0,Enabled
203016010.0,Enabled
335901360.0,Enabled
331821360.0,Enabled
457827160.0,Enabled
169017300.0,Enabled
103534380.0,Enabled
301239380.0,Enabled
336564360.0,Enabled
810492230.0,Enabled
333193380.0,Enabled
393299380.0,Enabled
701066010.0,Enabled
108219360.0,Enabled
700988010.0,Enabled
153955360.0,Enabled
804585230.0,Enabled
204131060.0,Enabled
805124250.0,Enabled
263600100.0,Enabled
323100360.0,Enabled
705975010.0,Enabled
117106400.0,Enabled
806896210.0,Enabled
869711300.0,Enabled
472866010.0,Enabled
333894380.0,Enabled
163866320.0,Enabled
811786260.0,Enabled
340448070.0,Enabled
704101010.0,Enabled
800774260.0,Enabled
854683190.0,Enabled
304583010.0,Enabled
807101250.0,Enabled
184432300.0,Enabled
476188100.0,Enabled
863716290.0,Enabled
510462350.0,Enabled
313834070.0,Enabled
509840350.0,Enabled
110756010.0,Enabled
503247300.0,Enabled
203642060.0,Enabled
482961180.0,Enabled
501303018.0,Enabled
574655300.0,Enabled
200125140.0,Enabled
335973070.0,Enabled
339821070.0,Enabled
814307270.0,Enabled
308424130.0,Enabled
200107180.0,Enabled
804970245.0,Enabled
578416024.0,Enabled
870116220.0,Enabled
338510050.0,Enabled
178132360.0,Enabled
501558200.0,Enabled
317496010.0,Enabled
117680340.0,Enabled
569850010.0,Enabled
310705110.0,Enabled
302161300.0,Enabled
816226250.0,Enabled
161957360.0,Enabled
244405080.0,Enabled
314148010.0,Enabled
308503070.0,Enabled
308611320.0,Enabled
239366180.0,Enabled
710304010.0,Enabled
507702350.0,Enabled
834761170.0,Enabled
105220010.0,Enabled
128788360.0,Enabled
314207380.0,Enabled
803900220.0,Enabled
403103040.0,Enabled
337526090.0,Enabled
510230018.0,Enabled
801678250.0,Enabled
340708300.0,Enabled
354211360.0,Enabled
501424024.0,Enabled
255311100.0,Enabled
402091060.0,Enabled
809020260.0,Enabled
509970100.0,Enabled
313891380.0,Enabled
811778230.0,Enabled
117718380.0,Enabled
170697400.0,Enabled
466800140.0,Enabled
100563420.0,Enabled
510843018.0,Enabled
164542300.0,Enabled
816224250.0,Enabled
326049360.0,Enabled
320078400.0,Enabled
153132380.0,Enabled
805087280.0,Enabled
801541270.0,Enabled
338260320.0,Enabled
310334340.0,Enabled
128752300.0,Enabled
183187010.0,Enabled
448805100.0,Enabled
303850383.0,Enabled
386172130.0,Enabled
301067110.0,Enabled
805589275.0,Enabled
505835300.0,Enabled
176612400.0,Enabled
300535110.0,Enabled
586261300.0,Enabled
181242380.0,Enabled
504079010.0,Enabled
138416360.0,Enabled
580499350.0,Enabled
740942010.0,Enabled
402588080.0,Enabled
806139220.0,Enabled
815682230.0,Enabled
816064275.0,Enabled
111375400.0,Enabled
511474010.0,Enabled
329469130.0,Enabled
370592380.0,Enabled
315673050.0,Enabled
806867130.0,Enabled
136162380.0,Enabled
800625270.0,Enabled
305974300.0,Enabled
705788010.0,Enabled
808676200.0,Enabled
846494280.0,Enabled
336854110.0,Enabled
812417270.0,Enabled
811278280.0,Enabled
701908010.0,Enabled
810362280.0,Enabled
111839380.0,Enabled
306483130.0,Enabled
118811400.0,Enabled
254361060.0,Enabled
315015380.0,Enabled
111416360.0,Enabled
803810220.0,Enabled
809843260.0,Enabled
329985090.0,Enabled
200467120.0,Enabled
120072400.0,Enabled
124627010.0,Enabled
399991070.0,Enabled
119163320.0,Enabled
,Enabled
465344080.0,Enabled
481649080.0,Enabled
314388110.0,Enabled
501170200.0,Enabled
173222300.0,Enabled
147802010.0,Enabled
334623070.0,Enabled
338210090.0,Enabled
700941010.0,Enabled
805368230.0,Enabled
321609130.0,Enabled
806752220.0,Enabled
317726344.0,Enabled
307923070.0,Enabled
453561140.0,Enabled
309796090.0,Enabled
810895270.0,Enabled
811702280.0,Enabled
269511140.0,Enabled
314360070.0,Enabled
309889110.0,Enabled
147607010.0,Enabled
309104130.0,Enabled
319249380.0,Enabled
809831250.0,Enabled
114908010.0,Enabled
116432420.0,Enabled
877733260.0,Enabled
306338150.0,Enabled
803697260.0,Enabled
318486130.0,Enabled
809358280.0,Enabled
812917210.0,Enabled
846883250.0,Enabled
501379350.0,Enabled
812251270.0,Enabled
469738160.0,Enabled
318107383.0,Enabled
326097110.0,Enabled
713789010.0,Enabled
506198024.0,Enabled
122737420.0,Enabled
509399000.0,Enabled
160647380.0,Enabled
314289130.0,Enabled
102021380.0,Enabled
312226010.0,Enabled
255622080.0,Enabled
705629010.0,Enabled
167482400.0,Enabled
130882360.0,Enabled
806374270.0,Enabled
831455230.0,Enabled
310784363.0,Enabled
503488006.0,Enabled
817081260.0,Enabled
815370225.0,Enabled
203285180.0,Enabled
801393250.0,Enabled
812269240.0,Enabled
331310150.0,Enabled
329448090.0,Enabled
809967275.0,Enabled
119004360.0,Enabled
718242010.0,Enabled
200668060.0,Enabled
872294240.0,Enabled
702189010.0,Enabled
887822240.0,Enabled
200468180.0,Enabled
321248360.0,Enabled
339503110.0,Enabled
181667380.0,Enabled
258650180.0,Enabled
561627003.0,Enabled
102821360.0,Enabled
333278360.0,Enabled
168772400.0,Enabled
118456380.0,Enabled
,Enabled
878761210.0,Enabled
331021340.0,Enabled
304888050.0,Enabled
849849240.0,Enabled
100875360.0,Enabled
340836130.0,Enabled
242316010.0,Enabled
808779010.0,Enabled
264227010.0,Enabled
506219350.0,Enabled
709185010.0,Enabled
812335260.0,Enabled
310016010.0,Enabled
321495070.0,Enabled
871844200.0,Enabled
715623010.0,Enabled
109484360.0,Enabled
156549360.0,Enabled
393885460.0,Enabled
472805060.0,Enabled
401826120.0,Enabled
306364383.0,Enabled
300209363.0,Enabled
585022200.0,Enabled
142552380.0,Enabled
480527060.0,Enabled
581294200.0,Enabled
108991400.0,Enabled
318861130.0,Enabled
810368240.0,Enabled
268583100.0,Enabled
507824006.0,Enabled
166232320.0,Enabled
328006340.0,Enabled
248205080.0,Enabled
398132344.0,Enabled
314724360.0,Enabled
403723060.0,Enabled
131122400.0,Enabled
314891360.0,Enabled
714774010.0,Enabled
511279012.0,Enabled
702880010.0,Enabled
162188400.0,Enabled
119915340.0,Enabled
300888320.0,Enabled
494872080.0,Enabled
335969150.0,Enabled
400635120.0,Enabled
320104290.0,Enabled
552250018.0,Enabled
312075010.0,Enabled
351642340.0,Enabled
818705270.0,Enabled
806143260.0,Enabled
403751060.0,Enabled
102330360.0,Enabled
323065380.0,Enabled
308383090.0,Enabled
473294160.0,Enabled
308890070.0,Enabled
507080010.0,Enabled
804723250.0,Enabled
358632130.0,Enabled
312194130.0,Enabled
814393225.0,Enabled
328256050.0,Enabled
766222010.0,Enabled
303117383.0,Enabled
310311340.0,Enabled
320078380.0,Enabled
202806180.0,Enabled
806254290.0,Enabled
105019010.0,Enabled
865333260.0,Enabled
110640300.0,Enabled
465616180.0,Enabled
805929280.0,Enabled
117782420.0,Enabled
507645018.0,Enabled
705727010.0,Enabled
804628300.0,Enabled
703007010.0,Enabled
176472420.0,Enabled
807282290.0,Enabled
360937090.0,Enabled
329593130.0,Enabled
100668360.0,Enabled
334230360.0,Enabled
314753010.0,Enabled
106294420.0,Enabled
256472140.0,Enabled
240844140.0,Enabled
332559320.0,Enabled
470861060.0,Enabled
133557380.0,Enabled
373197070.0,Enabled
301937090.0,Enabled
116754360.0,Enabled
266161040.0,Enabled
203930140.0,Enabled
804166190.0,Enabled
159182010.0,Enabled
303704340.0,Enabled
802284270.0,Enabled
149607400.0,Enabled
263811080.0,Enabled
710922010.0,Enabled
801496230.0,Enabled
250027160.0,Enabled
263961140.0,Enabled
306079070.0,Enabled
313779340.0,Enabled
256750100.0,Enabled
330945130.0,Enabled
117800420.0,Enabled
309839110.0,Enabled
809689260.0,Enabled
337705110.0,Enabled
853172270.0,Enabled
170557380.0,Enabled
319870320.0,Enabled
159382340.0,Enabled
263622060.0,Enabled
354107070.0,Enabled
173644300.0,Enabled
403934140.0,Enabled
330949380.0,Enabled
811716280.0,Enabled
320310323.0,Enabled
176316340.0,Enabled
856049270.0,Enabled
339478340.0,Enabled
178637420.0,Enabled
111648322.0,Enabled
338158130.0,Enabled
402934180.0,Enabled
800695270.0,Enabled
116423340.0,Enabled
200807080.0,Enabled
452016010.0,Enabled
110068380.0,Enabled
810067250.0,Enabled
309142344.0,Enabled
320390383.0,Enabled
307493090.0,Enabled
772649010.0,Enabled
501675300.0,Enabled
340763110.0,Enabled
269944180.0,Enabled
306149400.0,Enabled
,
176837340.0,Enabled
337696010.0,Enabled
,Enabled
314683380.0,Enabled
478061040.0,Enabled
106200360.0,Enabled
183362380.0,Enabled
845327260.0,Enabled
807990260.0,Enabled
119063360.0,Enabled
308469070.0,Enabled
119102420.0,Enabled
261799040.0,Enabled
810301270.0,Enabled
340451130.0,Enabled
816225240.0,Enabled
202782180.0,Enabled
309616320.0,Enabled
157127420.0,Enabled
120061280.0,Enabled
319623110.0,Enabled
339270380.0,Enabled
146957420.0,Enabled
332978323.0,Enabled
329695090.0,Enabled
203926080.0,Enabled
161402360.0,Enabled
303290110.0,Enabled
724866010.0,Enabled
855822250.0,Enabled
507506012.0,Enabled
843872225.0,Enabled
300884070.0,Enabled
335133300.0,Enabled
319103130.0,Enabled
204187160.0,Enabled
716454010.0,Enabled
801396290.0,Enabled
153882010.0,Enabled
120644400.0,Enabled
850888270.0,Enabled
814628260.0,Enabled
800360290.0,Enabled
313776383.0,Enabled
860577140.0,Enabled
200639140.0,Enabled
176692400.0,Enabled
127707360.0,Enabled
805617280.0,Enabled
316253340.0,Enabled
800799250.0,Enabled
457538100.0,Enabled
106256380.0,Enabled
151205010.0,Enabled
700262010.0,Enabled
267922140.0,Enabled
332295110.0,Enabled
144582380.0,Enabled
264261140.0,Enabled
302675070.0,Enabled
510680200.0,Enabled
331227070.0,Enabled
110323360.0,Enabled
312751090.0,Enabled
533338300.0,Enabled
445455100.0,Enabled
471766040.0,Enabled
870261270.0,Enabled
336193320.0,Enabled
841455270.0,Enabled
510069350.0,Enabled
268811160.0,Enabled
310841070.0,Enabled
252977140.0,Enabled
759127010.0,Enabled
583877010.0,Enabled
828837240.0,Enabled
402323040.0,Enabled
201027040.0,Enabled
324252010.0,Enabled
160537300.0,Enabled
813725290.0,Enabled
322045110.0,Enabled
310404320.0,Enabled
314016400.0,Enabled
200622180.0,Enabled
718836010.0,Enabled
334256360.0,Enabled
326774130.0,Enabled
475422060.0,Enabled
110234400.0,Enabled
482222120.0,Enabled
309724383.0,Enabled
307816380.0,Enabled
800257280.0,Enabled
373252110.0,Enabled
808281180.0,Enabled
256222060.0,Enabled
312633090.0,Enabled
334993380.0,Enabled
104925420.0,Enabled
204307160.0,Enabled
801109220.0,Enabled
177802380.0,Enabled
,Enabled
141897380.0,Enabled
266833180.0,Enabled
162747420.0,Enabled
337675090.0,Enabled
802062220.0,Enabled
378982320.0,Enabled
481433060.0,Enabled
807795220.0,Enabled
316740070.0,Enabled
172911010.0,Enabled
118545360.0,Enabled
321304190.0,Enabled
162352380.0,Enabled
142027380.0,Enabled
174882010.0,Enabled
121057302.0,Enabled
472900120.0,Enabled
331792110.0,Enabled
400396080.0,Enabled
323913420.0,Enabled
322311320.0,Enabled
158527340.0,Enabled
117797400.0,Enabled
156802380.0,Enabled
139687400.0,Enabled
254183100.0,Enabled
704541010.0,Enabled
403457180.0,Enabled
234088100.0,Enabled
403315180.0,Enabled
571938350.0,Enabled
139837010.0,Enabled
268794160.0,Enabled
808272270.0,Enabled
200134140.0,Enabled
158442420.0,Enabled
203089080.0,Enabled
386617290.0,Enabled
,
310733320.0,Enabled
312672110.0,Enabled
332459424.0,Enabled
151432320.0,Enabled
303169340.0,Enabled
704173010.0,Enabled
448711010.0,Enabled
249422040.0,Enabled
197972330.0,Enabled
162077380.0,Enabled
108663340.0,Enabled
304251090.0,Enabled
401901010.0,Enabled
809834280.0,Enabled
321155340.0,Enabled
807216270.0,Enabled
309493050.0,Enabled
101046010.0,Enabled
738466010.0,Enabled
708198010.0,Enabled
714828010.0,Enabled
840599240.0,Enabled
117081380.0,Enabled
397717130.0,Enabled
872722260.0,Enabled
810299220.0,Enabled
767300010.0,Enabled
711770010.0,Enabled
319753130.0,Enabled
108741380.0,Enabled
314459010.0,Enabled
113333400.0,Enabled
303709360.0,Enabled
329935070.0,Enabled
808858220.0,Enabled
714941010.0,Enabled
311300320.0,Enabled
247005060.0,Enabled
142562380.0,Enabled
322374130.0,Enabled
501998010.0,Enabled
501332100.0,Enabled
505195018.0,Enabled
501588030.0,Enabled
302583090.0,Enabled
335746320.0,Enabled
303699344.0,Enabled
304229110.0,Enabled
806173250.0,Enabled
144952380.0,Enabled
370952070.0,Enabled
118629380.0,Enabled
310193360.0,Enabled
800154220.0,Enabled
164587310.0,Enabled
861322260.0,Enabled
308822130.0,Enabled
506579350.0,Enabled
481588120.0,Enabled
317168110.0,Enabled
704915010.0,Enabled
183844360.0,Enabled
312959130.0,Enabled
806999265.0,Enabled
808582260.0,Enabled
480249060.0,Enabled
809293240.0,Enabled
111740302.0,Enabled
811880260.0,Enabled
136055340.0,Enabled
117111380.0,Enabled
708512010.0,Enabled
302394360.0,Enabled
322210340.0,Enabled
312738360.0,Enabled
337799130.0,Enabled
580600350.0,Enabled
478477040.0,Enabled
305284070.0,Enabled
317970130.0,Enabled
175652420.0,Enabled
113650420.0,Enabled
313825070.0,Enabled
852750170.0,Enabled
330572420.0,Enabled
449116060.0,Enabled
810289240.0,Enabled
755072010.0,Enabled
302635320.0,Enabled
402877060.0,Enabled
469850120.0,Enabled
714568010.0,Enabled
314620090.0,Enabled
504676010.0,Enabled
333261380.0,Enabled
806164260.0,Enabled
,Enabled
805799190.0,Enabled
305004070.0,Enabled
865650130.0,Enabled
312355090.0,Enabled
480894120.0,Enabled
112770420.0,Enabled
305466130.0,Enabled
303998363.0,Enabled
393032090.0,Enabled
817053270.0,Enabled
181652400.0,Enabled
149516400.0,Enabled
473588100.0,Enabled
265705040.0,Enabled
753316010.0,Enabled
270155120.0,Enabled
100361420.0,Enabled
807399260.0,Enabled
326172110.0,Enabled
370838090.0,Enabled
321820130.0,Enabled
387302340.0,Enabled
866488280.0,Enabled
719438100.0,Enabled
113890380.0,Enabled
567533006.0,Enabled
203729180.0,Enabled
177687420.0,Enabled
760383010.0,Enabled
309014090.0,Enabled
507836018.0,Enabled
322741340.0,Enabled
806834275.0,Enabled
264583060.0,Enabled
805989220.0,Enabled
702008300.0,Enabled
761122010.0,Enabled
805750240.0,Enabled
800465230.0,Enabled
809462250.0,Enabled
504796350.0,Enabled
302870380.0,Enabled
812841070.0,Enabled
830744260.0,Enabled
814373205.0,Enabled
809904220.0,Enabled
711602010.0,Enabled
802343240.0,Enabled
137017320.0,Enabled
315308330.0,Enabled
263705140.0,Enabled
800519270.0,Enabled
460683080.0,Enabled
501844024.0,Enabled
339334130.0,Enabled
101846280.0,Enabled
141022380.0,Enabled
317181320.0,Enabled
717296010.0,Enabled
113808340.0,Enabled
325581130.0,Enabled
319755110.0,Enabled
586561003.0,Enabled
500079010.0,Enabled
501595300.0,Enabled
163592360.0,Enabled
118136400.0,Enabled
147447420.0,Enabled
704063010.0,Enabled
181482330.0,Enabled
811366260.0,Enabled
402617100.0,Enabled
403963040.0,Enabled
182497400.0,Enabled
467299120.0,Enabled
303680360.0,Enabled
476755080.0,Enabled
261199080.0,Enabled
338531150.0,Enabled
109680380.0,Enabled
249544120.0,Enabled
249222100.0,Enabled
812191220.0,Enabled
504422006.0,Enabled
169438342.0,Enabled
856861150.0,Enabled
312636090.0,Enabled
116725420.0,Enabled
501890010.0,Enabled
335147420.0,Enabled
334246380.0,Enabled
203195130.0,Enabled
345912360.0,Enabled
178267380.0,Enabled
316360300.0,Enabled
809231220.0,Enabled
386327130.0,Enabled
170357380.0,Enabled
501567350.0,Enabled
381422320.0,Enabled
331178070.0,Enabled
249988080.0,Enabled
332951360.0,Enabled
504708012.0,Enabled
505691300.0,Enabled
713710010.0,Enabled
811418240.0,Enabled
805455170.0,Enabled
162121380.0,Enabled
335125383.0,Enabled
200731060.0,Enabled
203842140.0,Enabled
161766420.0,Enabled
321221130.0,Enabled
448755100.0,Enabled
172752340.0,Enabled
502096012.0,Enabled
372442340.0,Enabled
201215060.0,Enabled
511117012.0,Enabled
403370040.0,Enabled
328823130.0,Enabled
254750080.0,Enabled
333094380.0,Enabled
805026280.0,Enabled
713527010.0,Enabled
101418360.0,Enabled
503248009.0,Enabled
143102320.0,Enabled
472361040.0,Enabled
101231380.0,Enabled
309677130.0,Enabled
714918010.0,Enabled
807565170.0,Enabled
375922110.0,Enabled
701599010.0,Enabled
505017300.0,Enabled
477788080.0,Enabled
169212302.0,Enabled
400149180.0,Enabled
322495380.0,Enabled
310213363.0,Enabled
581027300.0,Enabled
709082010.0,Enabled
252061100.0,Enabled
319224380.0,Enabled
713520010.0,Enabled
501328009.0,Enabled
183332400.0,Enabled
810508260.0,Enabled
372292340.0,Enabled
468394100.0,Enabled
269627080.0,Enabled
309930343.0,Enabled
313665010.0,Enabled
323234383.0,Enabled
853938170.0,Enabled
320717360.0,Enabled
708495010.0,Enabled
387787380.0,Enabled
332277070.0,Enabled
708114020.0,Enabled
309595420.0,Enabled
327960130.0,Enabled
809087230.0,Enabled
323893110.0,Enabled
315244150.0,Enabled
800146240.0,Enabled
117817360.0,Enabled
465738060.0,Enabled
108225400.0,Enabled
340078380.0,Enabled
151592320.0,Enabled
500512018.0,Enabled
1212133.0,Enabled
702306010.0,Enabled
394227070.0,Enabled
313770340.0,Enabled
716168010.0,Enabled
801521260.0,Enabled
150762360.0,Enabled
261177180.0,Enabled
315048340.0,Enabled
339329323.0,Enabled
163777380.0,Enabled
314929070.0,Enabled
503906018.0,Enabled
423151090.0,Enabled
116841380.0,Enabled
335398130.0,Enabled
716023010.0,Enabled
170962420.0,Enabled
808811280.0,Enabled
200178180.0,Enabled
578822350.0,Enabled
403820080.0,Enabled
807853220.0,Enabled
200302080.0,Enabled
303591344.0,Enabled
146105420.0,Enabled
105149420.0,Enabled
160787340.0,Enabled
176997302.0,Enabled
813964220.0,Enabled
800741290.0,Enabled
118447362.0,Enabled
112185380.0,Enabled
323089320.0,Enabled
312423090.0,Enabled
311020090.0,Enabled
339423320.0,Enabled
104961400.0,Enabled
312758110.0,Enabled
808481260.0,Enabled
808267100.0,Enabled
323536320.0,Enabled
610083010.0,Enabled
172432340.0,Enabled
815563290.0,Enabled
401762040.0,Enabled
507719009.0,Enabled
403117080.0,Enabled
118923420.0,Enabled
806641250.0,Enabled
306140130.0,Enabled
815195230.0,Enabled
142282420.0,Enabled
268366120.0,Enabled
402921060.0,Enabled
102464380.0,Enabled
347307010.0,Enabled
801793260.0,Enabled
105169280.0,Enabled
850999260.0,Enabled
806708260.0,Enabled
119613420.0,Enabled
319095070.0,Enabled
104013400.0,Enabled
304752300.0,Enabled
307498130.0,Enabled
321848070.0,Enabled
167632420.0,Enabled
307391110.0,Enabled
105036282.0,Enabled
100309420.0,Enabled
254605060.0,Enabled
191794360.0,Enabled
201895120.0,Enabled
702395010.0,Enabled
115234380.0,Enabled
182782340.0,Enabled
125002360.0,Enabled
311226340.0,Enabled
811584270.0,Enabled
247483120.0,Enabled
810672270.0,Enabled
166802380.0,Enabled
806296220.0,Enabled
505608333.0,Enabled
109766360.0,Enabled
732683010.0,Enabled
301627130.0,Enabled
704342020.0,Enabled
305169070.0,Enabled
339104090.0,Enabled
813453255.0,Enabled
436372160.0,Enabled
452838080.0,Enabled
501856200.0,Enabled
302675110.0,Enabled
171627380.0,Enabled
505059200.0,Enabled
322629320.0,Enabled
314059110.0,Enabled
814171290.0,Enabled
805891240.0,Enabled
265049120.0,Enabled
316741050.0,Enabled
170922360.0,Enabled
303263110.0,Enabled
464366160.0,Enabled
163422440.0,Enabled
402515060.0,Enabled
837705140.0,Enabled
810489240.0,Enabled
111004360.0,Enabled
316431380.0,Enabled
403588140.0,Enabled
806606200.0,Enabled
261150160.0,Enabled
508121350.0,Enabled
113663380.0,Enabled
182699320.0,Enabled
173267300.0,Enabled
577544200.0,Enabled
328299070.0,Enabled
312917070.0,Enabled
359287340.0,Enabled
815239270.0,Enabled
247505120.0,Enabled
300826090.0,Enabled
391842380.0,Enabled
312900090.0,Enabled
145733420.0,Enabled
314318070.0,Enabled
367707110.0,Enabled
303620070.0,Enabled
502280006.0,Enabled
240227080.0,Enabled
800769270.0,Enabled
332474320.0,Enabled
100671420.0,Enabled
131397420.0,Enabled
181217300.0,Enabled
320799070.0,Enabled
809776190.0,Enabled
311153320.0,Enabled
702638010.0,Enabled
170692360.0,Enabled
338269340.0,Enabled
576249003.0,Enabled
503524018.0,Enabled
313104090.0,Enabled
307066030.0,Enabled
580805012.0,Enabled
806841290.0,Enabled
838027260.0,Enabled
335208130.0,Enabled
810692270.0,Enabled
156597420.0,Enabled
820205265.0,Enabled
473550060.0,Enabled
458811180.0,Enabled
705332010.0,Enabled
704396010.0,Enabled
106988010.0,Enabled
100500340.0,Enabled
328735340.0,Enabled
806875120.0,Enabled
305849320.0,Enabled
811050240.0,Enabled
810895250.0,Enabled
319189400.0,Enabled
201731080.0,Enabled
314076320.0,Enabled
814649270.0,Enabled
177742360.0,Enabled
306848340.0,Enabled
177502360.0,Enabled
322228340.0,Enabled
321796050.0,Enabled
707687010.0,Enabled
508612350.0,Enabled
179677360.0,Enabled
311213070.0,Enabled
305170360.0,Enabled
335126343.0,Enabled
507187018.0,Enabled
324381070.0,Enabled
337227343.0,Enabled
182597360.0,Enabled
477555100.0,Enabled
806224245.0,Enabled
808609210.0,Enabled
320063010.0,Enabled
172622380.0,Enabled
581200006.0,Enabled
171867300.0,Enabled
610999010.0,Enabled
158697380.0,Enabled
331305130.0,Enabled
803774280.0,Enabled
802214220.0,Enabled
106490380.0,Enabled
307826070.0,Enabled
720584010.0,Enabled
873055300.0,Enabled
200825040.0,Enabled
704962010.0,Enabled
321693070.0,Enabled
100418010.0,Enabled
583599012.0,Enabled
857155230.0,Enabled
100380420.0,Enabled
816291150.0,Enabled
307645360.0,Enabled
340706260.0,Enabled
810969260.0,Enabled
173972420.0,Enabled
815673250.0,Enabled
114874420.0,Enabled
253249120.0,Enabled
326744110.0,Enabled
200283140.0,Enabled
584927006.0,Enabled
809752270.0,Enabled
707439010.0,Enabled
111639342.0,Enabled
464222080.0,Enabled
113519360.0,Enabled
175167400.0,Enabled
170011320.0,Enabled
306456130.0,Enabled
810656250.0,Enabled
386792030.0,Enabled
315316120.0,Enabled
477677120.0,Enabled
319284300.0,Enabled
806994220.0,Enabled
317064130.0,Enabled
520441200.0,Enabled
170182420.0,Enabled
404114160.0,Enabled
752744010.0,Enabled
317435130.0,Enabled
313820070.0,Enabled
183942380.0,Enabled
314432343.0,Enabled
101763420.0,Enabled
508677009.0,Enabled
800085240.0,Enabled
505073350.0,Enabled
170742420.0,Enabled
321239343.0,Enabled
851566230.0,Enabled
333126320.0,Enabled
361227130.0,Enabled
709056010.0,Enabled
506825350.0,Enabled
111335300.0,Enabled
102003380.0,Enabled
808204260.0,Enabled
547072012.0,Enabled
859899270.0,Enabled
710311010.0,Enabled
816929270.0,Enabled
870333270.0,Enabled
308953320.0,Enabled
104631380.0,Enabled
176002360.0,Enabled
805466270.0,Enabled
315334323.0,Enabled
204076120.0,Enabled
108932420.0,Enabled
